Commentaire_Cluster;Commentaire_Count;Commentaire_PerMille;Description_Cluster;Description_Count;Description_PerMille
nan;21176;439.09;freiliegende korrodierte bewehrung;3;0.19
nan;21176;439.09;les fissures sous le revêtement de surface ne sont plus visibles;4;0.25
nan;21176;439.09;suspicion de rag;3;0.19
nan;21176;439.09;réparation effectuée;3;0.19
nan;21176;439.09;risse und rostflecken infolge bewehrungskorrosion;3;0.19
nan;21176;439.09;deckbelag am anschluss verformt und aufgewölbt;3;0.19
nan;21176;439.09;lose mörtelfugen von ca 10 10 cm 40 20 cm;4;0.25
nan;21176;439.09;risse mit rissbreiten bis ca mm teilweise versintert;10;0.63
nan;21176;439.09;lose mörtelfugen;3;0.19
nan;21176;439.09;bewuchs von kleinen büschen und gräser;4;0.25
nan;21176;439.09;längsrisse mit rissbreiten bis ca mm;4;0.25
nan;21176;439.09;vereinzelte lokale aussinterungen;3;0.19
nan;21176;439.09;vereinzelte wassersinterungen;4;0.25
nan;21176;439.09;unterhalb loser mörtelfugen wassersinterungen;4;0.25
nan;21176;439.09;le béton de scellement de la plaque appuis est éclaté;4;0.25
nan;21176;439.09;ca 10 10 cm;3;0.19
nan;21176;439.09;eau de chaussée écoule sur la culée;3;0.19
nan;21176;439.09;aufgrund verschwindender os;3;0.19
nan;21176;439.09;fissure dans le revêtement;3;0.19
nan;21176;439.09;déplacement constaté;4;0.25
nan;21176;439.09;dispositif de retenue remplacé;3;0.19
nan;21176;439.09;parties métalliques corrodées;13;0.82
nan;21176;439.09;important;4;0.25
nan;21176;439.09;sichbare bewehung mit fortschreitender bewehrungskorrosion;8;0.51
nan;21176;439.09;cette constatation pas été relevée;2;0.13
nan;21176;439.09;anzeichen von aar im frühen stadium risse bis mm;3;0.19
nan;21176;439.09;non constatée lors de la précédente inspection supprimer;15;0.95
nan;21176;439.09;supprimer non constaté déjà lors de la précédente inspection;12;0.76
nan;21176;439.09;usure avancée du béton granulats apparents sur toute la surface;3;0.19
nan;21176;439.09;fissuration dû la rag fissures supérieures mm;3;0.19
nan;21176;439.09;netzrisse mit starken aussinterungen;1;0.06
nan;21176;439.09;mauvaise étanchéité du coffrage;3;0.19
nan;21176;439.09;abplatzung mit freilegender bewehrung aufgrund korrosion und ungenügender bewehrungsüberdeckung;4;0.25
nan;21176;439.09;cette constatation est maintenant comprise dans oi g3026;5;0.32
stk bis 300 cm2 mit korrodierter bewehrung;1405;29.13;nan;1405;1000.0
moos algen;11;0.23;nan;11;1000.0
stark verwitterte oberfläche mit kornausbrüchen;321;6.66;nan;321;1000.0
leicht verwitterte oberfläche;81;1.68;nan;81;1000.0
schwindrisse mit kalkaussinterung;392;8.13;nan;392;1000.0
mehrere schwindrisse teils mit kalkaussinterung;343;7.11;nan;343;1000.0
verwitterte oberfläche;203;4.21;nan;203;1000.0
ablösung der beschichtung;155;3.21;nan;155;1000.0
einzelne kleine;118;2.45;nan;118;1000.0
stk klein;132;2.74;nan;132;1000.0
cette constatation peut être supprimé;26;0.54;cette constatation pas été relevée;14;1000.0
sträucher;77;1.6;nan;77;1000.0
stk korrodierter bewehrungsstab;163;3.38;nan;163;1000.0
leichte;280;5.81;nan;280;1000.0
stk schwindrisse;530;10.99;nan;530;1000.0
ablösung der flanken keine belagsfuge vorhanden;46;0.95;nan;46;1000.0
aar beginnend evtl frühschwindrisse;268;5.56;nan;268;1000.0
mit abplatzungen;15;0.31;nan;15;1000.0
stehendes wasser;5;0.1;nan;5;1000.0
hohlliegender belag;110;2.28;nan;110;1000.0
mehrere stellen;6;0.12;nan;6;1000.0
geländerhöhe 93 cm;11;0.23;nan;11;1000.0
suspicion de rag;41;0.85;nan;26;928.57
suspicion de rag;41;0.85;ouverture inférieure ou égale 3mm;1;35.71
suspicion de rag;41;0.85;fissures inférieures mm;1;35.71
stk schwindriss mit kalksinterungen;25;0.52;nan;25;1000.0
moos gras;20;0.41;nan;20;1000.0
mehrere frühschwindrisse;400;8.29;nan;400;1000.0
stk bis 75 cm2;422;8.75;nan;422;1000.0
undichte fuge;167;3.46;nan;167;1000.0
stk bis 100 cm2 mechanische beschädigung;253;5.25;nan;253;1000.0
mit kalkaussinterungen;144;2.99;nan;144;1000.0
stk bis 100 cm2 zwängung;71;1.47;nan;71;1000.0
absandung der betonoberfläche;7;0.15;nan;7;1000.0
je stk diagonalriss;19;0.39;nan;19;1000.0
anzahl stk;6;0.12;nan;6;1000.0
ablösung der flanken;226;4.69;nan;226;1000.0
einzelne schwindrisse;137;2.84;nan;137;1000.0
teils vergossen;45;0.93;nan;45;1000.0
einzelne;54;1.12;nan;53;1000.0
ablösung der beschichtung spachtel;11;0.23;nan;11;1000.0
zahlreiche kleine;31;0.64;nan;31;1000.0
ablösung der flanken fibrescreedkeil;4;0.08;nan;4;1000.0
zahlreiche schwindrisse;79;1.64;nan;79;1000.0
beginnende alkali aggregat reaktion;6;0.12;nan;6;1000.0
unterläufige elemente;5;0.1;nan;5;1000.0
zahlreiche mit kalkaussinterung;8;0.17;nan;8;1000.0
mehrere;300;6.22;nan;300;1000.0
beton nicht ft-beständig;4;0.08;nan;4;1000.0
grossflächig hohlliegend;7;0.15;nan;7;1000.0
schwindrisse oder aar beginnend;132;2.74;nan;132;1000.0
